#BOOK=Genesis|BOOKCODE=gen|CHAPTER=46|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 46|KO=창세기 46장
V|N=21|EN=And the sons of Benjamin were Belah, and Becher, and Ashbel, Gera, and Naaman, Ehi, and Rosh, Muppim, and Huppim, and Ard.|KO=베냐민의 아들들은 벨라와 베겔과 아스벨과 게라와 나아만과 에히와 로스와 무빔과 후빔과 아르드라.
V|N=22|EN=These are the sons of Rachel, which were born to Jacob: all the souls were fourteen.|KO=라헬이 야곱에게 낳은 아들들은 이러하니, 영혼은 모두 열네 명이었더라.
V|N=23|EN=And the sons of Dan; Hushim.|KO=단의 아들은 후심이라.
V|N=24|EN=And the sons of Naphtali; Jahzeel, and Guni, and Jezer, and Shillem.|KO=납달리의 아들들은 야아세엘과 구니와 예셀과 실렘이라.
V|N=25|EN=These are the sons of Bilhah, which Laban gave unto Rachel his daughter, and she bare these unto Jacob: all the souls were seven.|KO=빌하가 라헬에게 준 아들들은 이러하니, 그가 야곱에게 낳은 영혼은 모두 일곱 명이었더라.
V|N=26|EN=All the souls that came with Jacob into Egypt, which came out of his loins, besides Jacob’s sons’ wives, all the souls were threescore and six;|KO=야곱과 함께 애굽으로 간 영혼은 그의 허리에서 난 자들로, 야곱의 아내들의 아들은 제외하고, 모두 육십육 명이었더라.
V|N=27|EN=And the sons of Joseph, which were born him in Egypt, were two souls: all the souls of the house of Jacob, which came into Egypt, were threescore and ten.|KO=애굽에서 요셉에게 태어난 아들은 두 명이라. 애굽으로 간 야곱의 집안의 영혼은 모두 칠십 명이었더라.
V|N=28|EN=And he sent Judah before him unto Joseph, to direct his face unto Goshen; and they came into the land of Goshen.|KO=그가 유다를 요셉에게 보내어 그의 얼굴을 고센으로 인도하게 하였고, 그들이 고센 땅에 이르렀더라.
V|N=29|EN=And Joseph made ready his chariot, and went up to meet Israel his father, to Goshen, and presented himself unto him; and he fell on his neck, and wept on his neck a good while.|KO=요셉이 그의 수레를 준비하고 이스라엘의 아버지를 만나러 고센으로 올라가서 그를 만나고 그의 목에 엎드려서 오랫동안 울었더라.
V|N=30|EN=And Israel said unto Joseph, Now let me die, since I have seen thy face, because thou art yet alive.|KO=이스라엘이 요셉에게 이르되, 내가 네 얼굴을 보았으니 이제는 죽어도 좋다. 너는 아직 살아 있구나.
V|N=31|EN=And Joseph said unto his brethren, and unto his father’s house, I will go up, and shew Pharaoh, and say unto him, My brethren, and my father’s house, which were in the land of Canaan, are come unto me;|KO=요셉이 그의 형제들과 그의 아버지의 집에 이르되, 내가 올라가서 바로에게 보이고, 그에게 말하리라. 내 형제들과 아버지의 집이 가나안 땅에 있더니 나에게 왔나이다.
V|N=32|EN=And the men are shepherds, for their trade hath been to feed cattle; and they have brought their flocks, and their herds, and all that they have.|KO=그 사람들은 목자라. 그들의 직업이 가축을 기르는 것이었고, 그들이 그들의 양과 소와 모든 것을 가지고 왔더라.
V|N=33|EN=And it shall come to pass, when Pharaoh shall call you, and shall say, What is your occupation?|KO=바로가 너희를 부르고 너희에게 말하기를, 너희의 직업이 무엇이냐 하리니,
V|N=34|EN=That ye shall say, Thy servants’ trade hath been about cattle from our youth even until now, both we, and also our fathers: that ye may dwell in the land of Goshen; for every shepherd is an abomination unto the Egyptians.|KO=너희는 그에게 이르기를, 당신의 종들은 어릴 때부터 지금까지 가축을 기르는 직업을 가졌으니, 우리와 우리 조상들도 그러하였나이다. 그러므로 당신의 종들이 고센 땅에 거주하게 하소서. 모든 목자는 애굽 사람에게는 가증한 것이니이다.
