#BOOK=Genesis|BOOKCODE=gen|CHAPTER=32|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 32|KO=창세기 32장
V|N=19|EN=And so commanded he the second, and the third, and all that followed the droves, saying, On this manner shall ye speak unto Esau, when ye find him.|KO=그가 두 번째와 세 번째, 그리고 모든 뒤를 따르는 자들에게도 이와 같이 말하라 하였더라.
V|N=20|EN=And say ye moreover, Behold, thy servant Jacob is behind us. For he said, I will appease him with the present that goeth before me, and afterward I will see his face; peradventure he will accept of me.|KO=또 너희는 이르기를, 보소서, 당신의 종 야곱이 우리 뒤에 있나이다. 그는 예물로 그를 달래고자 하였으니, 그 후에 그의 얼굴을 보리라. 혹시 그가 나를 받아 주리라 하였더라.
V|N=21|EN=So went the present over before him: and himself lodged that night in the company.|KO=예물이 그 앞에서 지나가고, 그는 그 밤에 진영에 유숙하였더라.
V|N=22|EN=And he rose up that night, and took his two wives, and his two womenservants, and his eleven sons, and passed over the ford Jabbok.|KO=그가 그 밤에 일어나 두 아내와 두 여종과 열한 아들을 데리고 야복 나루를 건너갔더라.
V|N=23|EN=And he took them, and sent them over the brook, and sent over that he had.|KO=그가 그들을 데리고 시내를 건너고, 그가 가진 것을 다 건너보내었더라.
V|N=24|EN=And Jacob was left alone; and there wrestled a man with him until the breaking of the day.|KO=야곱이 홀로 남았더니, 한 사람이 그와 씨름하다가 날이 새는지라.
V|N=25|EN=And when he saw that he prevailed not against him, he touched the hollow of his thigh; and the hollow of Jacob’s thigh was out of joint, as he wrestled with him.|KO=그가 자기를 이기지 못하는 것을 보고, 그의 허벅지 관절을 치니, 야곱의 허벅지 관절이 위골되었더라.
V|N=26|EN=And he said, Let me go, for the day breaketh. And he said, I will not let thee go, except thou bless me.|KO=그가 이르되, 나를 보내라. 날이 새려 하느니라. 야곱이 이르되, 당신이 나를 축복하지 아니하면 보내지 않겠나이다.
V|N=27|EN=And he said unto him, What is thy name? And he said, Jacob.|KO=그가 이르되, 네 이름이 무엇이냐? 야곱이라 하니,
V|N=28|EN=And he said, Thy name shall be called no more Jacob, but Israel: for as a prince hast thou power with God and with men, and hast prevailed.|KO=그가 이르되, 네 이름을 다시는 야곱이라 부르지 아니하고 이스라엘이라 하리니, 이는 네가 하나님과 사람과 겨루어 이겼음이니라.
V|N=29|EN=And Jacob asked him, and said, Tell me, I pray thee, thy name. And he said, Wherefore is it that thou dost ask after my name? And he blessed him there.|KO=야곱이 그에게 이르되, 청하건대, 당신의 이름을 가르쳐 주옵소서. 그가 이르되, 어찌하여 내 이름을 묻느냐? 그리고 그곳에서 그를 축복하였더라.
V|N=30|EN=And Jacob called the name of the place Peniel: for I have seen God face to face, and my life is preserved.|KO=야곱이 그곳 이름을 비누엘이라 하였으니, 이는 내가 하나님을 대면하여 보았고, 내 생명이 보존되었음이니라.
V|N=31|EN=And as he passed over Penuel the sun rose upon him, and he halted upon his thigh.|KO=그가 비누엘을 지나갈 때 해가 그를 비추었고, 그는 허벅지로 절었더라.
V|N=32|EN=Therefore the children of Israel eat not of the sinew which shrank, which is upon the hollow of the thigh, unto this day: because he touched the hollow of Jacob’s thigh in the sinew that shrank.|KO=이스라엘 자손이 오늘날까지도 그 허벅지의 힘줄을 먹지 아니하나니, 이는 그가 야곱의 허벅지 힘줄을 쳤음이니라.
