#BOOK=Genesis|BOOKCODE=gen|CHAPTER=47|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 47|KO=창세기 47장
V|N=20|EN=And Joseph bought all the land of Egypt for Pharaoh; for the Egyptians sold every man his field, because the famine prevailed over them: so the land became Pharaoh’s.|KO=요셉이 애굽의 모든 땅을 바로를 위하여 사니, 애굽 사람들이 각자 자기의 밭을 팔았으니, 기근이 그들에게 임하였으므로, 그 땅이 바로의 것이 되었더라.
V|N=21|EN=And as for the people, he removed them to cities from one end of the borders of Egypt even to the other end thereof.|KO=그 백성을 한 곳에서 다른 곳으로 옮기니, 애굽의 경계에서 끝까지 이르렀더라.
V|N=22|EN=Only the land of the priests bought he not; for the priests had a portion assigned them of Pharaoh, and did eat their portion which Pharaoh gave them: wherefore they sold not their lands.|KO=오직 제사장들의 땅은 사지 아니하였으니, 제사장들에게는 바로가 정한 분깃이 있었고, 그들이 바로가 준 분깃을 먹었으므로 그들의 땅을 팔지 아니하였더라.
V|N=23|EN=Then Joseph said unto the people, Behold, I have bought you this day and your land for Pharaoh: lo, here is seed for you, and ye shall sow the land.|KO=요셉이 백성에게 이르되, 보라, 내가 오늘 너희와 너희의 땅을 바로를 위하여 샀으니, 보라, 여기 너희를 위하여 씨가 있나니, 너희는 그 땅에 파종하라.
V|N=24|EN=And it shall come to pass in the increase, that ye shall give the fifth part unto Pharaoh, and four parts shall be your own, for seed of the field, and for your food, and for them of your households, and for food for your little ones.|KO=너희가 소출이 나면, 그 다섯 분의 일을 바로에게 드리고, 네 분은 너희의 것이 되리니, 밭의 씨와 너희의 음식과 너희 집의 음식과 너희의 어린 자녀의 음식이 되리라.
V|N=25|EN=And they said, Thou hast saved our lives: let us find grace in the sight of my lord, and we will be Pharaoh’s servants.|KO=그들이 이르되, 당신이 우리의 생명을 구하셨나이다. 우리가 당신의 눈앞에서 은혜를 얻고, 우리는 바로의 종이 되게 하소서.
V|N=26|EN=And Joseph made it a law over the land of Egypt unto this day, that Pharaoh should have the fifth part, except the land of the priests only, which became not Pharaoh’s.|KO=요셉이 이 날까지 애굽 땅에 법을 세워, 바로가 다섯 분의 일을 가지게 하였으니, 오직 제사장들의 땅은 바로의 것이 되지 아니하였더라.
V|N=27|EN=And Israel dwelt in the land of Egypt, in the country of Goshen; and they had possessions therein, and grew, and multiplied exceedingly.|KO=이스라엘이 애굽 땅, 고센 땅에 거주하였고, 그곳에서 소유를 가졌으며, 번성하고 매우 많아졌더라.
V|N=28|EN=And Jacob lived in the land of Egypt seventeen years: so the whole age of Jacob was an hundred forty and seven years.|KO=야곱이 애굽 땅에서 십칠 년을 살았으니, 야곱의 나이가 백사십칠 세라.
V|N=29|EN=And the time drew nigh that Israel must die: and he called his son Joseph, and said unto him, If now I have found grace in thy sight, put, I pray thee, thy hand under my thigh, and deal kindly and truly with me; bury me not, I pray thee, in Egypt:|KO=이스라엘이 죽을 날이 가까운지라, 그는 그의 아들 요셉을 불러서 그에게 이르되, 내가 만일 당신의 눈앞에서 은혜를 얻었거든, 내 허벅지 아래에 당신의 손을 두고, 나를 인자와 진실로 대우하여, 애굽에 나를 묻지 말고,
V|N=30|EN=But I will lie with my fathers, and thou shalt carry me out of Egypt, and bury me in their buryingplace. And he said, I will do as thou hast said.|KO=내가 내 조상들과 함께 누우면, 당신은 나를 애굽에서 메고 나가서, 그들의 묘지에 장사하라. 요셉이 이르되, 당신이 말씀하신 대로 하리이다.
V|N=31|EN=And he said, Swear unto me. And he sware unto him. And Israel bowed himself upon the bed’s head.|KO=그가 이르되, 나를 맹세하라. 그가 그에게 맹세하니라. 이스라엘이 침대 머리 위에 몸을 굽히니라.
